date,close,kaipan,max,min,final,gasprice,coalprice,oilprice,hs300,deal_EUA,英国布伦特原油现货价,INE原油期货收盘价(活跃合约),INE原油期货结算价(活跃合约),路易斯安娜州亨利港天然气现货价,NYMEX天然气期货收盘价(连续),IPE英国天然气期货结算价(活跃合约),纽卡斯尔NEWC动力煤现货价,动力煤期货结算价(活跃合约),动力煤期货收盘价(活跃合约),BOCE焦炭现货结算价,焦炭期货结算价(活跃合约),焦炭期货收盘价(活跃合约),欧洲STOXX50价格指数(美元),欧洲STOXX600(美元),德国DAX,英国富时100,法国CAC40,道琼斯工业指数,标普500,清洁能源,aql_sh,aql_gd,aql_hb,SI,Daily_EPU,FPU,MPU,TPU,ECPU
5/26/2015,23.5,23.5,23.5,23.5,23.5,1.827,1159,5.99,4039.71,20.66,16.24,230.9,235.1,1.644,1.839,13.14,49.38,489,487.8,1280,1705,1701.5,2305.23,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,55,67,45,386.1,136.35,99.63894982,101.8880698,39.08320154,57.76228749
5/27/2015,23.5,23.5,23.5,23.5,23.5,1.849,1162,5.99,3995.89,20.2,13.67,232.4,230,1.801,1.788,13.83,49.26,488,488.2,1280,1659.5,1638.5,2340.41,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,72,75,57,427.3,86.14,99.63894982,101.8880698,39.08320154,57.76228749
5/28/2015,23.5,23.5,23.5,23.5,23.5,1.774,1170,5.99,4003.08,20.14,14.75,243.7,243.5,1.694,1.878,13.98,49.46,491.4,492.2,1280,1652,1657,2365.91,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,119,89,49,353.5,200.55,87.54502353,145.0423134,50.64462939,71.31576191
5/29/2015,23.5,23.5,23.5,23.5,23.5,1.774,1170,5.99,4003.08,20.14,14.75,243.7,243.5,1.694,1.878,13.98,49.46,491.4,492.2,1280,1652,1657,2365.91,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,127,44,33,307.8,177.78,87.54502353,145.0423134,50.64462939,71.31576191
5/30/2015,23.5,23.5,23.5,23.5,23.5,1.774,1170,5.99,4003.08,20.14,14.75,243.7,243.5,1.694,1.878,13.98,49.46,491.4,492.2,1280,1652,1657,2365.91,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,58,32,34,307.1,97.64,87.54502353,145.0423134,50.64462939,71.31576191
5/31/2015,23.5,23.5,23.5,23.5,23.5,1.777,1177,5.99,3954.99,20.12,17,248.7,252.6,1.686,1.938,13.87,50.43,497,499.8,1280,1681.5,1693,2334.19,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,59,38,63,359.9,150.86,87.54502353,145.0423134,50.64462939,71.31576191
6/1/2015,18.1,18,19.8,18,18.13,1.821,1174,5.99,4014.57,19.5,19.88,248.7,252.6,1.652,1.882,13.28,50.76,497,499.8,1280,1681.5,1693,2327.67,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,72,34,53,366.1,119.24,87.54502353,145.0423134,50.64462939,71.31576191
6/2/2015,19.6,19.6,19.6,19.6,19.6,1.822,1178,5.99,4017.59,18.9,20.86,248.7,252.6,1.771,1.988,13.81,51.06,497,499.8,1280,1681.5,1693,2255.91,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,66,36,49,351.5,141.17,87.54502353,145.0423134,50.64462939,71.31576191
6/3/2015,19.6,19.6,19.6,19.6,19.6,1.782,1169,5.99,4044.38,19.28,19.4,248.7,252.6,1.932,2.082,13.59,50.71,497,499.8,1280,1681.5,1693,2287.65,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,47,44,41,350,128.03,87.54502353,145.0423134,50.64462939,71.31576191
6/4/2015,23.3,23.3,23.3,23.3,23.3,1.789,1192.5,5.99,4098.71,19.02,23.98,263.6,267.3,1.881,1.948,13.67,50.73,500.8,500.8,1280,1709.5,1708,2273.39,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,85,50,60,317.6,221.29,87.54502353,145.0423134,50.64462939,71.31576191
6/5/2015,21.6,22,22,22,21.6,1.789,1192.5,5.99,4098.71,19.02,23.98,263.6,267.3,1.881,1.948,13.67,50.73,500.8,500.8,1280,1709.5,1708,2273.39,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,70,54,38,283.9,111.06,87.54502353,145.0423134,50.64462939,71.31576191
6/6/2015,21.6,22,22,22,21.6,1.789,1192.5,5.99,4098.71,19.02,23.98,263.6,267.3,1.881,1.948,13.67,50.73,500.8,500.8,1280,1709.5,1708,2273.39,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,44,41,30,296.1,88.63,87.54502353,145.0423134,50.64462939,71.31576191
6/7/2015,21.6,22,22,22,21.6,1.767,1192,5.99,4102.05,18.93,23.28,261.4,261.4,1.832,1.9,13.98,51.03,501.4,500.8,1280,1733,1741,2281.87,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,44,58,43,333,70.95,87.54502353,145.0423134,50.64462939,71.31576191
6/8/2015,21.6,22,22,22,21.6,1.78,1185.5,5.99,4121.79,19.47,25.17,262.3,261.5,1.736,1.825,13.98,51.71,504,506.4,1280,1751.5,1750,2318.87,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,52,60,35,332.1,90.31,87.54502353,145.0423134,50.64462939,71.31576191
6/9/2015,19,21.5,21.5,21.5,20.9,1.813,1185.5,5.99,4138.99,19.28,25.17,258.8,259,1.702,1.849,13.29,51.75,508.2,509.8,1280,1735.5,1726,2305.5,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,54,69,95,309.6,265.11,87.54502353,145.0423134,50.64462939,71.31576191
6/10/2015,17.9,17.9,17.9,17.9,17.9,1.813,1185.5,5.99,4138.99,19.28,25.17,258.8,259,1.702,1.849,13.29,51.75,508.2,509.8,1280,1735.5,1726,2305.5,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,54,34,126,262.1,72.52,87.54502353,145.0423134,50.64462939,71.31576191
6/11/2015,12.5,12.5,12.5,12.5,12.5,1.813,1185.5,5.99,4138.99,19.28,25.17,258.8,259,1.702,1.849,13.29,51.75,508.2,509.8,1280,1735.5,1726,2305.5,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,77,39,68,272.4,121.24,87.54502353,145.0423134,50.64462939,71.31576191
6/12/2015,12.5,12.5,16.3,12.5,12.5,1.813,1185.5,5.99,4138.99,19.28,25.17,258.8,259,1.702,1.849,13.29,51.75,508.2,509.8,1280,1735.5,1726,2305.5,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,45,44,38,284.8,80.67,87.54502353,145.0423134,50.64462939,71.31576191
6/13/2015,12.5,12.5,16.3,12.5,12.5,1.813,1185.5,5.99,4138.99,19.28,25.17,258.8,259,1.702,1.849,13.29,51.75,508.2,509.8,1280,1735.5,1726,2305.5,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,48,49,35,315.4,125.17,87.54502353,145.0423134,50.64462939,71.31576191
6/14/2015,12.5,12.5,16.3,12.5,12.5,1.731,1187.5,6.09,4109.72,18.99,25.72,253.2,256.4,1.616,1.7,12.2,51.87,515.8,518.6,1280,1734,1740.5,2322.95,302.26,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,38,87,37,346.2,153.73,87.54502353,145.0423134,50.64462939,71.31576191
6/15/2015,20,19.9,20,19.9,19.99,1.669,1162.5,6.09,4163.96,18.45,26.56,251.3,252.6,1.562,1.643,12.01,51.79,517.6,520,1280,1729.5,1726,2276.4,314.69,11586.85,6076.6,4695.44,25383.11,3044.31,1854.2559,111,100,92,340.2,121.11,87.54502353,145.0423134,50.64462939,71.31576191
6/16/2015,19.9,21.8,21.8,21.8,19.99,1.614,1185.5,6.09,4247.78,18.59,28.15,245.3,247,1.591,1.674,12.53,50.39,524.2,526.4,1280,1750,1774.5,2226.24,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,75,40,90,343.9,189.56,87.54502353,145.0423134,50.64462939,71.31576191
6/17/2015,21.8,21.8,21.8,21.8,21.8,1.638,1171.5,6.09,4335.85,18.76,28.61,259.5,254.8,1.602,1.636,12.59,50.83,523.2,522.4,1280,1778.5,1776.5,2235.74,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,47,38,43,332.7,94.49,87.54502353,145.0423134,50.64462939,71.31576191
6/18/2015,19.6,23.8,23.8,23.8,21.66,1.638,1190.5,6.09,4419.6,19.09,30.37,267.6,263,1.691,1.766,11.53,52.63,528.6,531.6,1280,1811.5,1816,2324.54,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,46,40,77,304.3,65.02,87.54502353,145.0423134,50.64462939,71.31576191
6/19/2015,19.9,23,23,23,20.31,1.638,1190.5,6.09,4419.6,19.09,30.37,267.6,263,1.691,1.766,11.53,52.63,528.6,531.6,1280,1811.5,1816,2324.54,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,43,45,44,281.1,132.77,87.54502353,145.0423134,50.64462939,71.31576191
6/20/2015,19.9,23,23,23,20.31,1.638,1190.5,6.09,4419.6,19.09,30.37,267.6,263,1.691,1.766,11.53,52.63,528.6,531.6,1280,1811.5,1816,2324.54,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,44,46,34,289.3,143.52,87.54502353,145.0423134,50.64462939,71.31576191
6/21/2015,19.9,23,23,23,20.31,1.669,1190.5,6.09,4670.1,20.26,34.21,267.4,271.9,1.794,1.797,11.17,52.38,536.4,539.8,1280,1828,1837.5,2328.4,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,53,48,35,322.3,88.66,87.54502353,145.0423134,50.64462939,71.31576191
6/22/2015,19.9,23,23,23,20.31,1.664,1176.5,6.09,4698.13,19.9,32.71,268.6,267.9,1.831,1.781,10.78,52.68,544,546.8,1280,1823.5,1819,2359.49,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,91,46,47,308.4,92.95,87.54502353,145.0423134,50.64462939,71.31576191
6/23/2015,18,18,18,18,18,1.637,1190,6.09,4774,21.19,34.29,278.2,274.8,1.684,1.72,9.27,53.24,540,536.2,1280,1841,1850.5,2326.86,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,52,46,35,310.4,356.85,87.54502353,145.0423134,50.64462939,71.31576191
6/24/2015,16.2,18,18,18,16.2,1.597,1190,6.09,4840.77,21.12,34.39,265.7,270.7,1.641,1.745,9.46,53.98,534.8,534.8,1280,1827.5,1809,2307.7,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,44,48,100,318.5,178.36,87.54502353,145.0423134,50.64462939,71.31576191
6/25/2015,17.8,17.8,17.8,17.8,14.6,1.709,1172.5,6.09,4753.13,21.33,33.13,265.7,270.7,1.641,1.745,9.46,54.5,534.8,534.8,1280,1827.5,1809,2307.7,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,35,38,88,298.2,154.09,87.54502353,145.0423134,50.64462939,71.31576191
6/26/2015,17.26,17.26,17.26,17.26,17.26,1.709,1172.5,6.09,4753.13,21.33,33.13,265.7,270.7,1.641,1.745,9.46,54.5,534.8,534.8,1280,1827.5,1809,2307.7,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,43,43,29,255.6,198.43,87.54502353,145.0423134,50.64462939,71.31576191
6/27/2015,17.26,17.26,17.26,17.26,17.26,1.709,1172.5,6.09,4753.13,21.33,33.13,265.7,270.7,1.641,1.745,9.46,54.5,534.8,534.8,1280,1827.5,1809,2307.7,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,109,54,32,276.2,139.23,157.9834604,211.1265803,56.95627433,139.9402128
6/28/2015,17.26,17.26,17.26,17.26,17.26,1.751,1180.5,6.18,4852.96,21.33,34.39,271.7,268.3,1.641,1.745,9.46,54.5,536,536.4,1280,1852,1869,2340.68,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,49,88,49,302.7,162.87,157.9834604,211.1265803,56.95627433,139.9402128
6/29/2015,15.5,15.5,15.5,15.5,15.5,1.671,1173,6.18,4806.69,21.54,33.13,274.8,273.5,1.764,1.775,10.05,54.82,531.8,529.6,1280,1871,1874,2364.22,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,53,158,72,299.3,186.73,157.9834604,211.1265803,56.95627433,139.9402128
6/30/2015,15.5,15.5,15.5,15.5,15.5,1.734,1193,6.18,4744.47,21.53,33.5,272.8,272.8,1.716,1.721,9.23,54.91,524,522.2,1280,1860.5,1863,2367.76,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,43,99,28,300.3,293.75,157.9834604,211.1265803,56.95627433,139.9402128
7/1/2015,16,16,16,16,16,1.746,1192,6.18,4516.25,21.26,32.85,273.1,273.2,1.692,1.823,8.77,54.93,527,528.4,1280,1860,1855,2423.9,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,43,50,38,292.9,283.63,157.9834604,211.1265803,56.95627433,139.9402128
7/2/2015,16,16,16,16,16,1.83,1190.5,6.18,4544.7,21.19,33.35,275.2,275.2,1.596,1.84,9.63,54.9,529.4,528,1280,1869.5,1877,2403.23,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,43,40,65,284.7,428.02,157.9834604,211.1265803,56.95627433,139.9402128
7/3/2015,16,16,16,16,16,1.83,1190.5,6.18,4544.7,21.19,33.35,275.2,275.2,1.596,1.84,9.63,54.9,529.4,528,1280,1869.5,1877,2403.23,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,83,48,38,275.7,247.69,157.9834604,211.1265803,56.95627433,139.9402128
7/4/2015,16,16,16,16,16,1.83,1190.5,6.18,4544.7,21.19,33.35,275.2,275.2,1.596,1.84,9.63,54.9,529.4,528,1280,1869.5,1877,2403.23,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,78,50,56,252,174.78,157.9834604,211.1265803,56.95627433,139.9402128
7/5/2015,16,16,16,16,16,1.876,1186.5,6.18,4680.31,21.33,34.64,278.1,276.8,1.532,1.781,8.79,54.91,529.2,527.4,1280,1897,1895,2428.76,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,50,52,120,290.1,279.52,157.9834604,211.1265803,56.95627433,139.9402128
7/6/2015,16,16,16,16,16,1.824,1196.5,6.18,4691.04,20.9,35.66,278.6,278.1,1.561,1.773,10.91,55.22,527,528.2,1280,1919.5,1928,2473.05,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,110,62,53,359.1,174.41,157.9834604,211.1265803,56.95627433,139.9402128
7/7/2015,16,16,16,16,16,1.779,1218,6.18,4714.45,22,37.71,290.6,286,1.764,1.81,12.15,55.54,524,523,1280,1936.5,1946,2543.94,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,120,61,61,426.1,175.74,157.9834604,211.1265803,56.95627433,139.9402128
7/8/2015,16,16,16,16,16,1.805,1197,6.18,4712.44,22.01,37.66,280.4,283.8,1.696,1.821,12.79,55.43,520,517.6,1280,1970.5,1963.5,2546.67,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,91,102,74,325.9,75.04,157.9834604,211.1265803,56.95627433,139.9402128
7/9/2015,14.4,14.4,14.4,14.4,14.4,1.739,1209,6.18,4505.59,22.14,37.97,284.9,282.2,1.696,1.8,13.89,55.25,528.8,534,1280,1959.5,1954,2607.77,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,61,125,87,314.3,145.24,157.9834604,211.1265803,56.95627433,139.9402128
7/10/2015,14.4,14.4,14.4,14.4,14.4,1.739,1209,6.18,4505.59,22.14,37.97,284.9,282.2,1.696,1.8,13.89,55.25,528.8,534,1280,1959.5,1954,2607.77,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,156,113,87,253.1,256.03,157.9834604,211.1265803,56.95627433,139.9402128
7/11/2015,14.4,14.4,14.4,14.4,14.4,1.739,1209,6.18,4505.59,22.14,37.97,284.9,282.2,1.696,1.8,13.89,55.25,528.8,534,1280,1959.5,1954,2607.77,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,120,84,33,254.9,155.97,157.9834604,211.1265803,56.95627433,139.9402128
7/12/2015,14.4,14.4,14.4,14.4,14.4,1.746,1198,6.18,4528.45,23.17,41.09,295.7,292.2,1.664,1.808,12.76,53.78,539.6,544.2,1280,1964.5,1958,2597.66,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,56,59,35,315.8,221.73,157.9834604,211.1265803,56.95627433,139.9402128
7/13/2015,14.4,14.4,14.4,14.4,14.4,1.778,1195.5,6.18,4568.26,22.65,40.36,289.2,290.3,1.676,1.762,11.64,53.52,540.4,544,1280,1943.5,1955.5,2587.83,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,67,70,51,295.7,187.11,157.9834604,211.1265803,56.95627433,139.9402128
7/14/2015,14.4,14.4,14.4,14.4,14.4,1.723,1202,6.18,4679.01,22.42,39.74,286.3,288.1,1.702,1.791,11.86,53.18,544.6,546.2,1280,1957.5,1961.5,2583.74,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,60,89,100,298.6,225.84,157.9834604,211.1265803,56.95627433,139.9402128
7/15/2015,13,13,13,13,13,1.718,1210.5,6.18,4656.15,22.85,40.14,281.5,285,1.681,1.816,12.71,52.81,549.2,549.8,1280,1961.5,1955,2489.74,314.69,12310.93,6169.74,4935.99,25812.88,3100.29,2161.0256,38,63,48,309.5,135.88,157.9834604,211.1265803,56.95627433,139.9402128
7/16/2015,13,13,13,13,13,1.641,1207.5,6.18,4695.05,22.21,38.55,266,270.5,1.604,1.745,13.96,52.75,545.2,544.8,1280,1945,1970,2463.71,314.69,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,29,30,76,284.1,240.03,157.9834604,211.1265803,56.95627433,139.9402128
7/17/2015,16.75,16.75,16.75,16.75,16.75,1.641,1207.5,6.18,4695.05,22.21,38.55,266,270.5,1.604,1.745,13.96,52.75,545.2,544.8,1280,1945,1970,2463.71,314.69,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,60,27,72,246.5,166.72,157.9834604,211.1265803,56.95627433,139.9402128
7/18/2015,16.75,16.75,16.75,16.75,16.75,1.641,1207.5,6.18,4695.05,22.21,38.55,266,270.5,1.604,1.745,13.96,52.75,545.2,544.8,1280,1945,1970,2463.71,314.69,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,61,36,56,239.5,151.4,157.9834604,211.1265803,56.95627433,139.9402128
7/19/2015,16.75,16.75,16.75,16.75,16.75,1.675,1233.5,6.18,4771.31,21.93,38.86,260.6,268.4,1.461,1.673,14.34,50.84,542.8,538,1280,1951,1932,2461.03,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,28,38,50,299.3,121.88,157.9834604,211.1265803,56.95627433,139.9402128
7/20/2015,13,13,13,13,13,1.681,1222.5,6.18,4775.8,22.1,39.02,275.5,268.6,1.382,1.614,13.21,51.38,540,538,1280,1943.5,1947.5,2524.32,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,28,49,105,311.4,94.82,157.9834604,211.1265803,56.95627433,139.9402128
7/21/2015,13,13,13,13,13,1.785,1229,6.18,4777.11,22.72,40.32,294.6,294.7,1.476,1.638,13.34,50.62,540.2,541.2,1280,1939.5,1934,2550.06,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,31,39,70,308.4,124.82,157.9834604,211.1265803,56.95627433,139.9402128
7/22/2015,11.7,11.7,11.7,11.7,11.7,1.808,1237,6.18,4762.76,22.69,40.55,295.3,294.4,1.444,1.638,14.03,50.5,545.2,544.6,1280,1947.5,1953.5,2530.66,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,78,70,41,338.7,230.01,157.9834604,211.1265803,56.95627433,139.9402128
7/23/2015,11.7,11.7,11.7,11.7,11.7,1.734,1224,6.18,4707.93,24.4,41.47,299.3,296.5,1.466,1.668,14.42,50.48,545.6,546,1280,1962.5,1972,2547.4,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,93,55,37,283,168.39,157.9834604,211.1265803,56.95627433,139.9402128
7/24/2015,11.7,11.7,11.7,11.7,11.7,1.734,1224,6.18,4707.93,24.4,41.47,299.3,296.5,1.466,1.668,14.42,50.48,545.6,546,1280,1962.5,1972,2547.4,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,76,88,44,248.9,93.37,157.9834604,211.1265803,56.95627433,139.9402128
7/27/2015,11.7,11.7,11.7,11.7,11.7,1.734,1224,6.18,4707.93,24.4,41.47,299.3,296.5,1.466,1.668,14.42,50.48,545.6,546,1280,1962.5,1972,2547.4,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,95,103,54,238.2,134.74,157.9834604,211.1265803,56.95627433,139.9402128
7/28/2015,11.7,11.7,11.7,11.7,11.7,1.8,1215,6.18,4724.87,24.09,42.92,297.3,298.6,1.602,1.66,13.83,51.28,544.8,545.8,1280,1956.5,1954,2536.99,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,67,89,47,283.2,89.2,149.2036884,256.0345172,133.9869207,400.5326055
7/29/2015,10.5,10.5,10.5,10.5,10.5,1.854,1221,6.18,4681.78,24.46,43.01,298.6,298.5,1.566,1.63,15,51.34,543.4,542,1280,1949.5,1948.5,2588.57,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,68,44,60,274.3,172.34,149.2036884,256.0345172,133.9869207,400.5326055
7/30/2015,10.5,10.5,10.5,10.5,10.5,1.829,1206.5,6.18,4647.65,25.35,43.75,299,298.6,1.574,1.601,14.64,51.09,541.2,542.4,1280,1951,1955.5,2504.66,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,75,35,40,275,117.83,149.2036884,256.0345172,133.9869207,400.5326055
7/31/2015,9.5,9.5,9.5,9.5,9.5,1.799,1219.5,6.18,4635.71,25.33,40.52,299,298.6,1.491,1.44,13.63,51.02,541.2,542.4,1280,1951,1955.5,2510.21,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,102,35,47,278.3,134.37,149.2036884,256.0345172,133.9869207,400.5326055
8/3/2015,10,10,10,10,10,2.101,1227.5,6.18,4704.63,25.11,41.07,299,298.6,1.402,1.472,13.92,51.17,541.2,542.4,1280,1951,1955.5,2494.18,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,115,38,43,267.6,99.28,149.2036884,256.0345172,133.9869207,400.5326055
8/4/2015,10.5,10.5,10.5,10.5,10.5,2.101,1227.5,6.18,4704.63,25.11,41.07,299,298.6,1.402,1.472,13.92,51.17,541.2,542.4,1280,1951,1955.5,2494.18,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,71,40,53,238.2,198.48,149.2036884,256.0345172,133.9869207,400.5326055
8/5/2015,10.5,10.5,10.5,10.5,10.5,2.101,1227.5,6.18,4704.63,25.11,41.07,299,298.6,1.402,1.472,13.92,51.17,541.2,542.4,1280,1951,1955.5,2494.18,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,95,74,62,244.2,109.08,149.2036884,256.0345172,133.9869207,400.5326055
8/6/2015,12.7,12.7,12.7,12.7,12.7,2.193,1207.5,6.18,4815.23,24.66,40.82,285.7,287.3,1.661,1.692,16.12,50.25,544,543,1280,1909,1889.5,2512.66,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,54,44,64,283.9,233.37,149.2036884,256.0345172,133.9869207,400.5326055
8/7/2015,13.6,13.6,13.6,13.6,13.6,2.191,1211.5,6.18,4812.76,26.55,41.62,292.4,292,1.692,1.758,16.22,50.19,550.4,553.2,1280,1888,1885,2507.22,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,49,52,93,272.6,252.35,149.2036884,256.0345172,133.9869207,400.5326055
8/10/2015,14.9,14.9,14.9,14.9,14.9,2.165,1219.5,6.18,4740.68,26.91,41.85,293.3,291.4,1.601,1.695,15.72,50.81,559.2,560.8,1280,1875.5,1870.5,2519.31,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,57,30,59,279.1,204.51,149.2036884,256.0345172,133.9869207,400.5326055
8/11/2015,14.9,14.9,14.9,14.9,14.9,2.238,1216.5,6.18,4679.15,27.65,42.8,298.2,294.7,1.532,1.726,15.37,51.53,560.2,561.2,1280,1872,1872.5,2562.17,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,58,67,56,276,307.89,149.2036884,256.0345172,133.9869207,400.5326055
8/12/2015,14.9,14.9,14.9,14.9,14.9,2.153,1210.5,6.18,4718.84,27.31,43.42,297.8,298.6,1.532,1.726,15.11,51.58,563.2,564.2,1280,1874.5,1871.5,2539.22,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,39,143,55,256.3,155.63,149.2036884,256.0345172,133.9869207,400.5326055
8/13/2015,14.9,14.9,14.9,14.9,14.9,2.153,1210.5,6.18,4718.84,27.31,43.42,297.8,298.6,1.532,1.726,15.11,51.58,563.2,564.2,1280,1874.5,1871.5,2539.22,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,34,161,111,231.2,171.78,149.2036884,256.0345172,133.9869207,400.5326055
8/14/2015,14.9,14.9,14.9,14.9,14.9,2.153,1210.5,6.18,4718.84,27.31,43.42,297.8,298.6,1.532,1.726,15.11,51.58,563.2,564.2,1280,1874.5,1871.5,2539.22,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,34,135,84,230.1,98.11,149.2036884,256.0345172,133.9869207,400.5326055
8/17/2015,14.9,14.9,14.9,14.9,14.9,2.171,1196,6.25,4755.85,27.85,43.26,298.7,296.8,1.701,1.83,15.23,53.32,558.6,557.8,1280,1860,1869.5,2595.55,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,32,113,71,271.5,178.37,149.2036884,256.0345172,133.9869207,400.5326055
8/18/2015,14.9,14.9,14.9,14.9,14.9,2.152,1197.5,6.25,4761.95,29.64,43.53,295.9,297.6,1.742,1.88,15.53,52.79,557.6,559.8,1280,1875,1877.5,2568.69,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,40,98,60,271.2,280.18,149.2036884,256.0345172,133.9869207,400.5326055
8/19/2015,14.9,14.9,14.9,14.9,14.9,2.356,1194,6.25,4706.13,29.32,43.59,298.7,298.9,1.791,1.819,15.07,52.65,558.2,559,1280,1895.5,1909.5,2564.17,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,35,75,81,288.1,238.66,149.2036884,256.0345172,133.9869207,400.5326055
8/20/2015,14.9,14.9,14.9,14.9,14.9,2.378,1199.25,6.25,4787.81,28.895,43.01,295.5,296.5,1.78,1.796,14.09,52.78,558.1,556.8,1280,1895.5,1891,2550.735,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,97,96,120,289.9,335.57,149.2036884,256.0345172,133.9869207,400.5326055
8/21/2015,13.4,13.4,13.4,13.4,13.4,2.426,1185,6.25,4844.27,28.96,43.22,295.5,296.1,1.714,1.73,12.38,51.5,558.8,561,1280,1906.5,1917,2597.85,327.36,12313.36,5897.76,4783.69,26428.32,3271.12,2794.2311,40,139,124,285.4,245.57,149.2036884,256.0345172,133.9869207,400.5326055
